'COCOROS','ADAN','27-FEB-2000','29-MAY-2000','Manager','True',1,1
'ROHLA','JESSE','28-JAN-2000','29-APR-2000','Manager','True',2,2
'HUCKABEE','COLLEEN','21-JAN-2000','26-JAN-2000','Manager','True',3,3
'STIDMAN','WILLIEMAE','20-JAN-2000','29-JAN-2000','Manager','True',4,4
'YERGIN','MARCELINA','26-JAN-2000','29-JAN-2000','Manager','True',5,5
'RININGER','LESTER','22-JAN-2000','25-JAN-2000','Manager','True',6,6
'TOLMAN','BRICE','10-JAN-2000','28-JAN-2000','Manager','True',7,7
'MARSCHALL','WYATT','7-JAN-2000','28-JAN-2000','Manager','True',8,8
'DIERCKS','MAEGAN','20-JAN-2000','30-JAN-2000','Manager','True',9,9
'DURNEY','FELIPE','19-JAN-2000','30-JAN-2000','Manager','True',10,10
'STILNER','TOVA','28-JAN-2000','30-JAN-2000','Manager','True',11,11
'SPURZEM','BRITTNEY','3-JAN-2000','13-JAN-2000','Manager','True',12,12
'PADMANABHAN','JOSEF','29-JAN-2000','30-JAN-2000','Manager','True',13,13
'CRATCH','RODNEY','14-JAN-2000','25-JAN-2000','Manager','True',14,14
'PROO','SONIA','26-JAN-2000','27-JAN-2000','Manager','True',15,15
'WORDLOW','WILL','6-JAN-2000','17-JAN-2000','Manager','True',16,16
'HEISE','CHARMAINE','29-JAN-2000','30-JAN-2000','Manager','True',17,17
'LAZZARA','ROSALBA','29-JAN-2000','30-JAN-2000','Manager','True',18,18
'NOLLETTE','ANGELO','10-JAN-2000','29-JAN-2000','Manager','True',19,19
'DEBRECHT','JERALD','28-JAN-2000','30-JAN-2000','Manager','True',20,20
'BARRIE','RENE','10-JAN-2000','24-JAN-2000','Shift Manager','True',20,21
'PESCH','MARGARETT','8-JAN-2000','29-JAN-2000','Manager','True',20,22
'HAUSLADEN','LUISE','16-JAN-2000','20-JAN-2000','Manager','True',20,23
'IWANEJKO','BEA','15-JAN-2000','29-JAN-2000','Shift Manager','True',4,24
'TYSARCZYK','BENNY','26-JAN-2000','27-JAN-2000','Manager','True',4,25
'MCCOMISH','CLARINE','15-JAN-2000','17-JAN-2000','Barista','True',5,26
'LUOTO','JENA','19-JAN-2000','26-JAN-2000','Shift Manager','True',5,27
'BUBIER','ANDRES','27-JAN-2000','29-JAN-2000','Shift Manager','True',5,28
'PLEAS','DEMARCUS','27-JAN-2000','29-JAN-2000','Barista','True',5,29
'SCHNEIDMAN','MATT','5-JAN-2000','25-JAN-2000','Barista','False',5,30
'DILGARD','BEATA','4-JAN-2000','24-JAN-2000','Manager','True',5,31
'KLINNERT','YON','7-JAN-2000','12-JAN-2000','Cashier','True',10,32
'STATHIS','LAURICE','17-JAN-2000','28-JAN-2000','Barista','True',10,33
'BULOSAN','JAMIE','18-JAN-2000','29-JAN-2000','Manager','True',10,34
'PIEPENBURG','ROLF','1-JAN-2000','19-JAN-2000','Barista','False',12,35
'FERDIN','ERICA','24-JAN-2000','27-JAN-2000','Cashier','True',12,36
'THIRY','SILVANA','5-JAN-2000','12-JAN-2000','Manager','True',12,37
'LOPATA','NICHOL','8-JAN-2000','22-JAN-2000','Manager','True',13,38
'WIMBLEY','ALFONZO','16-JAN-2000','30-JAN-2000','Manager','True',13,39
'SAAVEDRA','HYACINTH','25-JAN-2000','30-JAN-2000','Shift Manager','True',13,40
'SEINER','CLEMENTE','10-JAN-2000','18-JAN-2000','Shift Manager','True',13,41
'ROLLINGER','SANTOS','6-JAN-2000','19-JAN-2000','Manager','True',16,42
'JI','STARLA','29-JAN-2000','30-JAN-2000','Manager','True',16,43
'KOVALCHIK','DARRICK','14-JAN-2000','21-JAN-2000','Manager','True',16,44
'SMOTHERMAN','KARRI','22-JAN-2000','28-JAN-2000','Cashier','True',16,45
'BOWERMAN','STEPHENIE','1-JAN-2000','8-JAN-2000','Cashier','True',19,46
'SPECKEN','MARC','26-JAN-2000','27-JAN-2000','Cashier','True',19,47
'CZWAKIEL','TALITHA','7-JAN-2000','29-JAN-2000','Cashier','True',1,48
'SAVE','AUDRY','11-AUG-2000','20-SEP-2000','Manager','True',1,49
'BRANDSTETTER','MOISES','11-APR-2000','12-NOV-2000','Barista','False',1,50
